node_1|node_2|edge|chunk_id
modern changes|state apparatus|facilitation relation|47b53231d81081c61a9ddad17111a081
modern education|women's role in society|influence relation|0c89fca1e59851c0c6472cfdd6492f86
woman|home management|traditional role relation|4a998c9ed9c6fb8b397a8b60f5072042
woman|office work|competition relation|95430774b38d89bd9df83518aa14f93f
women|Marxism|participation in protests relation|39c0fdc620591e579588b6ad8d7f67cd
revolutionaries|achievements|were thought of as|d86f7ad35f04917c466c1d54d1b24b36
views|manuscript|carries a record of|8da840e21cf4eceb34ffd586a9e9d1c1
Aḥwar society|Mosque|was connected by love and faithfulness that stem from truthfulness, simplicity and love of Allah and the Messenger|82e247d62a4c599162e291167041958c
modern fragmented societies|Aḥwar society|are informed by growth in this interconnected society|08098847b3a5357f9c7508a16873e45b
lantern|mosque|was used to guide people to evening and dawn prayers|b7f62ff9f7f874d38761e8109ce99050
school building|mosque|started in the mosque|964f2b04916d32c9ae30ca76d4afbff7
father|mosque|was trained under supervision of his father at the mosque|bbeea91ba0f07c1d6ea2ad184b04fb1b
revolutionaries|achievements|were thought of as|d86f7ad35f04917c466c1d54d1b24b36
views|manuscript|carries a record of|8da840e21cf4eceb34ffd586a9e9d1c1
Aḥwar society|Mosque|was connected by love and faithfulness that stem from truthfulness, simplicity and love of Allah and the Messenger|82e247d62a4c599162e291167041958c
modern fragmented societies|Aḥwar society|are informed by growth in this interconnected society|08098847b3a5357f9c7508a16873e45b
lantern|mosque|was used to guide people to evening and dawn prayers|b7f62ff9f7f874d38761e8109ce99050
school building|mosque|started in the mosque|964f2b04916d32c9ae30ca76d4afbff7
father|mosque|was trained under supervision of his father at the mosque|bbeea91ba0f07c1d6ea2ad184b04fb1b
father|mosque|related to, as he studied with his father in the mosque|9b785d8587c8877b7957e59fc95a6c06
Jamal Al-Dīn mosque|faith|kindled, describing how it was a spiritual beacon that kindled his faith during formative years|f7e84207a0447ef11854dbc5009f2c6f
tafīr|jurisprudence|related to, as subjects he studied with his father in the mosque|274f9ac8cb944b97d62b20bd1f537b46
taṣawwuf|panegyric poem of al-Burdah|related to, as one of the subjects he studied with his father in the mosque|ac0174762403164809bc0f19468b6969
mosque|life|central, describing how it was central in Al-Mashhūr's life from a young age|c07d0577adc1644b23c87835b9e7fbad
prayer|daily activities|related to, as his daily activities were scheduled around prayer since a young age|5e4b347aa7eef9eafbdf3ab75f92f746
father|mosque|related to, as he studied with his father in the mosque|9b785d8587c8877b7957e59fc95a6c06
Jamal Al-Dīn mosque|faith|kindled, describing how it was a spiritual beacon that kindled his faith during formative years|f7e84207a0447ef11854dbc5009f2c6f
tafīr|jurisprudence|related to, as subjects he studied with his father in the mosque|274f9ac8cb944b97d62b20bd1f537b46
taṣawwuf|panegyric poem of al-Burdah|related to, as one of the subjects he studied with his father in the mosque|ac0174762403164809bc0f19468b6969
mosque|life|central, describing how it was central in Al-Mashhūr's life from a young age|c07d0577adc1644b23c87835b9e7fbad
prayer|daily activities|related to, as his daily activities were scheduled around prayer since a young age|5e4b347aa7eef9eafbdf3ab75f92f746
Discipline|Time|something which taught him to be disciplined about his time|b01e0c0f25b0bafe46a9856d2646e221
Electricity|Mosque|something significant happened and changed people’s relation to the mosque; the arrival of electricity|b255405ddd27b9a9d16cf5d01a4ea4cf
Government|City|the government decided to connect the city to electricity|5d011c981d20546eb72f431c2b544a97
Modernisation|Simple City|Al-Mashhūr sees this ‘modernisation’ creeping into his simple city as a dangerous toy in immature hands and minds|5d7501ae8796ec54929e588989dc90bf
Marxism|Fire|he strikes a similarity between fire and Marxism|0be767e312e2279dad52e3e9e9e69877
Ignorant People|New Ideas and Technologies|and between those insects (also gathered around city lights) and ignorant people rushing to new ideas and technologies without proper thinking and reflection|d05563c1ad8b282196594b6a3c213c72
Progress|Understanding of Time|Al-Mashhūr says, “progress, as I understand it, is not electricity, water or material civilisation; it is rather man’s understanding of his time, using its means while remaining intellectually independent”|b97ea780a48de3333e54d05d02e4f6d1
Orientalism|Anthropology|a theme present throughout his books where he spoke of orientalism, anthropology|c8ea0ffbfe91c6137c25b9ad16aab8c8
Discipline|Time|something which taught him to be disciplined about his time|b01e0c0f25b0bafe46a9856d2646e221
Electricity|Mosque|something significant happened and changed people’s relation to the mosque; the arrival of electricity|b255405ddd27b9a9d16cf5d01a4ea4cf
Government|City|the government decided to connect the city to electricity|5d011c981d20546eb72f431c2b544a97
Modernisation|Simple City|Al-Mashhūr sees this ‘modernisation’ creeping into his simple city as a dangerous toy in immature hands and minds|5d7501ae8796ec54929e588989dc90bf
Marxism|Fire|he strikes a similarity between fire and Marxism|0be767e312e2279dad52e3e9e9e69877
Ignorant People|New Ideas and Technologies|and between those insects (also gathered around city lights) and ignorant people rushing to new ideas and technologies without proper thinking and reflection|d05563c1ad8b282196594b6a3c213c72
Progress|Understanding of Time|Al-Mashhūr says, “progress, as I understand it, is not electricity, water or material civilisation; it is rather man’s understanding of his time, using its means while remaining intellectually independent”|b97ea780a48de3333e54d05d02e4f6d1
Orientalism|Anthropology|a theme present throughout his books where he spoke of orientalism, anthropology|c8ea0ffbfe91c6137c25b9ad16aab8c8
Idea of Progress|Modernisation|The idea of progress is a modernisation on Western terms.|5b4e5aadcc7d4ebd5185e38f33ede18b
Orientalism|Anthropology|Al-Mashhūr spoke of orientalism and anthropology as related themes.|beea25e2a2cf06b3241808f6950ba51c
Secularisation|Nation-state|Secularisation is a component of modernity, along with the nation-state.|f6f3cd13ea434c300556241c0a93bd02
Democracy|Capitalism|Democracy and capitalism are other attached components of modernity.|99a13774f2d25cee6a051966a8a5dfa7
Imported Modernisation|Simple-minded People|The imported modernisation incites simple-minded people to despise their tradition with its manners, religious directives and beliefs.|ea7f70a17187df1a319bfffec05c1451
Music|World News|The booming of music and world news deafened their ears and filled their time.|24cb999ef55f6bc74cd0a401b123c92c
Bedouin|Peasant|Al-Mashhūr speaks of a Bedouin, a peasant, a student, and their likes as being affected by the modernisation.|72d3cfae69bfe5b92f17f58e4b4f1a6c
Religious Duties|Mosques|The neglecting of religious duties is expected to result in emptying mosques.|f3c4debeaef51cb35532087162cb2684
Tradition|Customs|The modernisation leads people to turn their backs on their customs and intellectual symbols.|b2f32061403cf41384dc4060301588d9
Idea of Progress|Modernisation|The idea of progress is a modernisation on Western terms.|5b4e5aadcc7d4ebd5185e38f33ede18b
Orientalism|Anthropology|Al-Mashhūr spoke of orientalism and anthropology as related themes.|beea25e2a2cf06b3241808f6950ba51c
Secularisation|Nation-state|Secularisation is a component of modernity, along with the nation-state.|f6f3cd13ea434c300556241c0a93bd02
Democracy|Capitalism|Democracy and capitalism are other attached components of modernity.|99a13774f2d25cee6a051966a8a5dfa7
Imported Modernisation|Simple-minded People|The imported modernisation incites simple-minded people to despise their tradition with its manners, religious directives and beliefs.|ea7f70a17187df1a319bfffec05c1451
Music|World News|The booming of music and world news deafened their ears and filled their time.|24cb999ef55f6bc74cd0a401b123c92c
Bedouin|Peasant|Al-Mashhūr speaks of a Bedouin, a peasant, a student, and their likes as being affected by the modernisation.|72d3cfae69bfe5b92f17f58e4b4f1a6c
Religious Duties|Mosques|The neglecting of religious duties is expected to result in emptying mosques.|f3c4debeaef51cb35532087162cb2684
Tradition|Customs|The modernisation leads people to turn their backs on their customs and intellectual symbols.|b2f32061403cf41384dc4060301588d9
Moon|Calculation|121 physical moon sighting against modern attempts of calculation|935d23ee3906c88903719ed3b21d1d58
Electric lights|Thinking|by highlighting the negative role of electric lights played in changing people's thinking about their purpose on earth|f88814d5b197f3b699c1875713ad7061
Hamza Yusuf|Traditional Muslim scholars|Like Hamza Yusuf and other traditional Muslim scholars, Al-Mashhur struggles between the positive side of modern civilisation and its negative impact|04667b25e2013b997821473b940d582a
Modern civilization|Desires|feeding people's desires and emptying their souls|5b9c47382e34031caf075f7ca7b4a159
Mosque attendees|Numbers|the numbers of mosque attendees dwindled|36137c3758d65cd0d34f934caaf50ac0
Adhān|Voice|the voice of the adhān was subdued|33d9cfee8f7dc37c9a0a56a5bdda6568
Drums|Shells|symbolic reference to the arriving civilisation as 'drums' and 'shells'|6082cd4ed9355112c70839bbfb43b052
Modernity|Progress|proposals of progress and fragmented society|44fd9170087aa1309fa7bfe8fb209483
Secularisation|Religion|subordination of religion, subjectivity and identity|69503b7df9a76624fcea97145cce6481
Al-Mashhur|Small city|In the arrival of modernity to his small city, Al-Mashhūr saw a decline of religiosity...|3aff5c819a9515c62f571c530189f7c3
Moon|Calculation|121 physical moon sighting against modern attempts of calculation|935d23ee3906c88903719ed3b21d1d58
Electric lights|Thinking|by highlighting the negative role of electric lights played in changing people's thinking about their purpose on earth|f88814d5b197f3b699c1875713ad7061
Hamza Yusuf|Traditional Muslim scholars|Like Hamza Yusuf and other traditional Muslim scholars, Al-Mashhur struggles between the positive side of modern civilisation and its negative impact|04667b25e2013b997821473b940d582a
Modern civilization|Desires|feeding people's desires and emptying their souls|5b9c47382e34031caf075f7ca7b4a159
Mosque attendees|Numbers|the numbers of mosque attendees dwindled|36137c3758d65cd0d34f934caaf50ac0
Adhān|Voice|the voice of the adhān was subdued|33d9cfee8f7dc37c9a0a56a5bdda6568
Drums|Shells|symbolic reference to the arriving civilisation as 'drums' and 'shells'|6082cd4ed9355112c70839bbfb43b052
Modernity|Progress|proposals of progress and fragmented society|44fd9170087aa1309fa7bfe8fb209483
Secularisation|Religion|subordination of religion, subjectivity and identity|69503b7df9a76624fcea97145cce6481
Al-Mashhur|Small city|In the arrival of modernity to his small city, Al-Mashhūr saw a decline of religiosity...|3aff5c819a9515c62f571c530189f7c3
Sādah|Ḥaḍramawt|located in|a103256f703d32780465e0eabc483144
Sādah|colonial rulers|in contact with|c544e6a4d48c1b2104d7af44fed3e1fd
Al-Mashhūr|Aḥwar|based in|e41751f5d5ccc7fc962f5f57c1ca892c
Al-Madrasah Al-Maymūnah|Aḥwar|located in|c7f75eecdc26f9c8f43d480fa9166a7f
Al-Mashhūr's father|Aḥwar|based in|e029e43ea2c48bc5f45f88a311637a87
ribāts|Ḥaḍramawt|located in|8ac88da4efb4e61e0d5dac21f7af8408
Aden schools|modern subjects|teaches|968534aea1365fe27f89d0c81a0cb137
Sādah's virtual monopoly|nationalisation policies|target of|a71cc9b3f7ba963f8cdeb7efd58b7613
Sādah|Ḥaḍramawt|located in|a103256f703d32780465e0eabc483144
Sādah|colonial rulers|in contact with|c544e6a4d48c1b2104d7af44fed3e1fd
Al-Mashhūr|Aḥwar|based in|e41751f5d5ccc7fc962f5f57c1ca892c
Al-Madrasah Al-Maymūnah|Aḥwar|located in|c7f75eecdc26f9c8f43d480fa9166a7f
Al-Mashhūr's father|Aḥwar|based in|e029e43ea2c48bc5f45f88a311637a87
ribāts|Ḥaḍramawt|located in|8ac88da4efb4e61e0d5dac21f7af8408
Aden schools|modern subjects|teaches|968534aea1365fe27f89d0c81a0cb137
Sādah's virtual monopoly|nationalisation policies|target of|a71cc9b3f7ba963f8cdeb7efd58b7613
Al-Madrasah Al-Maymūnah|Al-Mashhūr|Al-Madrasah Al-Maymūnah was run by Al-Mashhūr|5fa0225942ba8bd954386a77483594a4
drama activities|excursions|drama activities and excursions were provided for students' growth|2bfbb79f820e0a195aeecadb7fb09317
literary competitions|handcrafts|literary competitions and handcrafts were part of the school's curriculum|ab403604140c3fdb34634ba0e3977aab
Al-Mashhūr|assessment process|Al-Mashhūr was responsible for the assessment process followed by the school|1b68e1648b5c4bfe3817e0914bd8e20c
geography|maths|geography and maths were modern subjects taught in the school|dbf5b29da6dc442392e32fd827249e60
Mr. Gordon|Al-Madrasah Al-Maymūnah|Mr. Gordon visited Al-Madrasah Al-Maymūnah and reported on its educational methods|cf59cdf31d24cd189e6fb04e19197b46
education|curriculum|the education curriculum would have to change for students to continue their education in intermediate and higher government schools|ac28128bb7ffb715e75f1580e6c9c565
Al-Madrasah Al-Maymūnah|Al-Mashhūr|Al-Madrasah Al-Maymūnah was run by Al-Mashhūr|5fa0225942ba8bd954386a77483594a4
drama activities|excursions|drama activities and excursions were provided for students' growth|2bfbb79f820e0a195aeecadb7fb09317
literary competitions|handcrafts|literary competitions and handcrafts were part of the school's curriculum|ab403604140c3fdb34634ba0e3977aab
Al-Mashhūr|assessment process|Al-Mashhūr was responsible for the assessment process followed by the school|1b68e1648b5c4bfe3817e0914bd8e20c
geography|maths|geography and maths were modern subjects taught in the school|dbf5b29da6dc442392e32fd827249e60
Mr. Gordon|Al-Madrasah Al-Maymūnah|Mr. Gordon visited Al-Madrasah Al-Maymūnah and reported on its educational methods|cf59cdf31d24cd189e6fb04e19197b46
education|curriculum|the education curriculum would have to change for students to continue their education in intermediate and higher government schools|ac28128bb7ffb715e75f1580e6c9c565
colonialism|education|is central to|d7ac33ca31e0b572596d1d7ac0ea8adc
Al-Mashhūr|modernity|engagement with|f593be1e81ae3b2151db0aadacdebece
colonial intervention|traditional education|shifted its purpose towards|cf99604c60b2176c0c0430b5b0d97757
producing trained individuals|lower levels of bureaucracy|for|a51fd05b6b1c22840691238019a49f70
colonialism|education|is central to|d7ac33ca31e0b572596d1d7ac0ea8adc
Al-Mashhūr|modernity|engagement with|f593be1e81ae3b2151db0aadacdebece
colonial intervention|traditional education|shifted its purpose towards|cf99604c60b2176c0c0430b5b0d97757
producing trained individuals|lower levels of bureaucracy|for|a51fd05b6b1c22840691238019a49f70
education|Ḥaḍramawt homeland|The Irashadi movement opened schools in this homeland for modern curriculum.|2250e98e4ed093ad269a70eb55c5ce89
modernist|Irshadi schools|These schools were geared towards a modern curriculum.|0b2f2f04c3c60ba48b9709ec986568da
traditional social structure|teaching function|The shift in teaching function was a breach in this traditional social structure.|62798ca8c8f904579ec8b17c82ecfae4
perennial struggle|tradition and reform|This step will be interpreted as stemming from this perennial struggle.|a3c89011a34d98ffa9de209bc30127da
Al-Mashhūr|traditional education|He believed his father was already reformed traditional education from within.|2cdd6b7c130847d760da1e147d4e4f76
Ḥaḍrami traditional education|modernist salafi tendencies|There is a bias in authors focussing on Ḥaḍrami traditional education against modernist salafi tendencies.|191e7d63bb423b6261760f8c2af5f4ef
education system|curriculum|The new shift reshaped the process, including this education system and curriculum.|f7b8a2e1505dcc84e3843f8f95dacdab
education|Ḥaḍramawt homeland|The Irashadi movement opened schools in this homeland for modern curriculum.|2250e98e4ed093ad269a70eb55c5ce89
modernist|Irshadi schools|These schools were geared towards a modern curriculum.|0b2f2f04c3c60ba48b9709ec986568da
traditional social structure|teaching function|The shift in teaching function was a breach in this traditional social structure.|62798ca8c8f904579ec8b17c82ecfae4
perennial struggle|tradition and reform|This step will be interpreted as stemming from this perennial struggle.|a3c89011a34d98ffa9de209bc30127da
Al-Mashhūr|traditional education|He believed his father was already reformed traditional education from within.|2cdd6b7c130847d760da1e147d4e4f76
Ḥaḍrami traditional education|modernist salafi tendencies|There is a bias in authors focussing on Ḥaḍrami traditional education against modernist salafi tendencies.|191e7d63bb423b6261760f8c2af5f4ef
education system|curriculum|The new shift reshaped the process, including this education system and curriculum.|f7b8a2e1505dcc84e3843f8f95dacdab
modernisation process|British intervention in education|The British intervention was part of their modernisation process.|d27305aa3bfff0de01ec569a22d4624f
student-teacher relationship|curriculum|The new shift reshaped both the student-teacher relationship and the curriculum.|a1955e867549ff1a61239d8b122c0b23
ethos|whole purpose of education|The new shift also reshaped the ethos and the whole purpose of education.|a721b344373f6883efe6d065d42d80bf
training locals|filling jobs needed for modern state apparatus|The British intervention aimed at training locals to fill in the jobs needed for the modern state apparatus.|585378086eb78d1255f7e96724b61899
utilitarian skills|servile system|Education turned into a servile system that teaches utilitarian skills required for offering services the society needs.|c8e8ac4e5ba26a89f8a02887cad7521c
modernisation process|British intervention in education|The British intervention was part of their modernisation process.|d27305aa3bfff0de01ec569a22d4624f
student-teacher relationship|curriculum|The new shift reshaped both the student-teacher relationship and the curriculum.|a1955e867549ff1a61239d8b122c0b23
ethos|whole purpose of education|The new shift also reshaped the ethos and the whole purpose of education.|a721b344373f6883efe6d065d42d80bf
training locals|filling jobs needed for modern state apparatus|The British intervention aimed at training locals to fill in the jobs needed for the modern state apparatus.|585378086eb78d1255f7e96724b61899
utilitarian skills|servile system|Education turned into a servile system that teaches utilitarian skills required for offering services the society needs.|c8e8ac4e5ba26a89f8a02887cad7521c
modernity|autonomy|These were main triggers for resisting colonial rule.|65a7ed1feeaf34892e930d28fd4b93de
secularism|equality|These were main triggers for resisting colonial rule.|e0a24a8de676bccaa20fdfad7853035f
nationalism|colonial rule|These were main triggers for resisting colonial rule.|e9d6e8b5b89a2f8b1d8a017825c3875e
uniformed officers|Federal Army|Awakened by the new education, the old Tribal Levies tribesmen now turned into uniformed officers for the Federal Army...|1947beb0cb792206fb19535a2febeb20
modern colonial systems|tribal areas|...drawn unfavourable comparisons between modern colonial systems and the poor situation in tribal areas...|2a971f2643acb617931506bb9aa9f10a
Nasserite nationalist propaganda|northern Yemen|...and, feeling the need for a change while witnessing the new standards of living, they embraced the Nasserite nationalist propaganda coming from northern Yemen and Egypt...|103e1e86c00194ab198b2b3b2586773b
egalitarian message|Irshadis|...with an ideological genealogy to the egalitarian message of the Irshadis and now Marxists...|a1532ff1a39a65b7b9bea12e13d901f7
National Liberation Front (NLF)|Yemeni Socialist Party (YSP)|...the NLF itself metamorphosing into the Yemeni Socialist Party (YSP) that ruled a one party country...|db257caf2f0825f465a30f61070dbd8e
modernity|autonomy|These were main triggers for resisting colonial rule.|65a7ed1feeaf34892e930d28fd4b93de
secularism|equality|These were main triggers for resisting colonial rule.|e0a24a8de676bccaa20fdfad7853035f
nationalism|colonial rule|These were main triggers for resisting colonial rule.|e9d6e8b5b89a2f8b1d8a017825c3875e
uniformed officers|Federal Army|Awakened by the new education, the old Tribal Levies tribesmen now turned into uniformed officers for the Federal Army...|1947beb0cb792206fb19535a2febeb20
modern colonial systems|tribal areas|...drawn unfavourable comparisons between modern colonial systems and the poor situation in tribal areas...|2a971f2643acb617931506bb9aa9f10a
Nasserite nationalist propaganda|northern Yemen|...and, feeling the need for a change while witnessing the new standards of living, they embraced the Nasserite nationalist propaganda coming from northern Yemen and Egypt...|103e1e86c00194ab198b2b3b2586773b
egalitarian message|Irshadis|...with an ideological genealogy to the egalitarian message of the Irshadis and now Marxists...|a1532ff1a39a65b7b9bea12e13d901f7
National Liberation Front (NLF)|Yemeni Socialist Party (YSP)|...the NLF itself metamorphosing into the Yemeni Socialist Party (YSP) that ruled a one party country...|db257caf2f0825f465a30f61070dbd8e
formal recognition|Islam|is a type of recognition|57a8345b0839792941950f6cb4f01fe5
state religion|Islam|is the same as or related to|36f192560f4da633453aed32150ca85f
Arab world|most secular|has a characteristic of being|ec96f08a82e09bafeb9ec301ad2fc3a0
nationalisation campaign|state’s nationalisation campaign|is the same as or related to|2d04f7100fb97fa5a9685196dc4802a5
Al-Madrasah Al-Maymūnah|nationalised|was affected by|b533843db656e9221c9fd411107086af
father (Al-Mashhūr’s)|forced to resign and leave the country|had to do because of|b5114313106dd4463058c2c80ea39fd1
job|earn a recognised degree or lose it|was threatened by|491aa1ffa77594ed19a0b318a8818271
Al-Mashhūr|left Aḥwar and moved to Aden|did this because of|2d4af6c42cc5ae5e7807e76c6d65860e
modernity|experienced other manifestations|had an impact on|c2fb8599cd9166be9f1bae0bd46b97d0
Marxism|intense relation with|had a strong connection to|b151fd8af9b779775ae3a4ef0042f587
education|used by colonisers to change religious identities|was used for this purpose|0d85f278f6c0fa2a6a865161509f6836
graduates|Western in taste and thought but local in features|were characterised by|75ead2ca6f1b25347cee95f68754e6f7
Muslim world|has been suffering from|experiences this predicament|f75dba67746f86e7431fe14594e5e42c
formal recognition|Islam|is a type of recognition|57a8345b0839792941950f6cb4f01fe5
state religion|Islam|is the same as or related to|36f192560f4da633453aed32150ca85f
Arab world|most secular|has a characteristic of being|ec96f08a82e09bafeb9ec301ad2fc3a0
nationalisation campaign|state’s nationalisation campaign|is the same as or related to|2d04f7100fb97fa5a9685196dc4802a5
Al-Madrasah Al-Maymūnah|nationalised|was affected by|b533843db656e9221c9fd411107086af
father (Al-Mashhūr’s)|forced to resign and leave the country|had to do because of|b5114313106dd4463058c2c80ea39fd1
job|earn a recognised degree or lose it|was threatened by|491aa1ffa77594ed19a0b318a8818271
Al-Mashhūr|left Aḥwar and moved to Aden|did this because of|2d4af6c42cc5ae5e7807e76c6d65860e
modernity|experienced other manifestations|had an impact on|c2fb8599cd9166be9f1bae0bd46b97d0
Marxism|intense relation with|had a strong connection to|b151fd8af9b779775ae3a4ef0042f587
education|used by colonisers to change religious identities|was used for this purpose|0d85f278f6c0fa2a6a865161509f6836
graduates|Western in taste and thought but local in features|were characterised by|75ead2ca6f1b25347cee95f68754e6f7
Muslim world|has been suffering from|experiences this predicament|f75dba67746f86e7431fe14594e5e42c
Al-Mashhūr|story of Al-Madrasah Al-Maymūnah|link his discourse with its context|0e5d734bf380f2c81c28014133a417f2
modern education|criticism|views modernity in this manner and the background to his criticism|84507a4eeedda5f3b80aac5cbd2bed40
Aḥwar|Aden|intensified by his encounters with it in Aden|c02102272f192120938ef73fa0c66858
University of Aden's College of Education|teaching job|divided his time between a teaching job and his studies|4bbf5d431f04fea98431ef10aac0c232
traditional studies|modern education|declared his traditional studies redundant|1c9d2d8100b88208e468ef9f6d1347bf
father's teachings|psychological and intellectual changes|shielded him from the psychological and intellectual changes that occupied the noisy city|1c321b4ea7f4c6a1669fff3b921d74b9
British administration|city of Aden|changed the face of the city that became more European|f9897d21020cb6a85db6fc2c48b805b9
Al-Mashhūr|story of Al-Madrasah Al-Maymūnah|link his discourse with its context|0e5d734bf380f2c81c28014133a417f2
modern education|criticism|views modernity in this manner and the background to his criticism|84507a4eeedda5f3b80aac5cbd2bed40
Aḥwar|Aden|intensified by his encounters with it in Aden|c02102272f192120938ef73fa0c66858
University of Aden's College of Education|teaching job|divided his time between a teaching job and his studies|4bbf5d431f04fea98431ef10aac0c232
traditional studies|modern education|declared his traditional studies redundant|1c9d2d8100b88208e468ef9f6d1347bf
father's teachings|psychological and intellectual changes|shielded him from the psychological and intellectual changes that occupied the noisy city|1c321b4ea7f4c6a1669fff3b921d74b9
British administration|city of Aden|changed the face of the city that became more European|f9897d21020cb6a85db6fc2c48b805b9
British administration|city|had changed the face of|ecfda483fa96f2def980871d564355e2
city|Europe|became more|04f3dc0005c670979b79e74297fce021
Al-Mashhūr|secular Marxist regime|found himself facing the|1ddd8889c9a8c8a1e0627af1d013fb0d
secular Marxist regime|Al-Mashhūr|dealt with the like of|17ea7506237215d091a6ba4a6184712f
regime|Al-Mashhūr|with suspicion, marginalisation, public humiliation, torture and, in multiple instances, killing|e3b8618cc85442b87956a1da87c465e0
government|housing|ran on a priority process|9b0893789fa931091c992605c7a5412c
Al-Mashhūr|house|described how difficult it was for him to get due to his religious background|2618b7435126cde12c9f5ecce6f64195
British administration|city|had changed the face of|ecfda483fa96f2def980871d564355e2
city|Europe|became more|04f3dc0005c670979b79e74297fce021
Al-Mashhūr|secular Marxist regime|found himself facing the|1ddd8889c9a8c8a1e0627af1d013fb0d
secular Marxist regime|Al-Mashhūr|dealt with the like of|17ea7506237215d091a6ba4a6184712f
regime|Al-Mashhūr|with suspicion, marginalisation, public humiliation, torture and, in multiple instances, killing|e3b8618cc85442b87956a1da87c465e0
government|housing|ran on a priority process|9b0893789fa931091c992605c7a5412c
Al-Mashhūr|house|described how difficult it was for him to get due to his religious background|2618b7435126cde12c9f5ecce6f64195
Al-Mashhūr|Marxism|reminds|2e7c8f6f94d9aaea4bea2e2a6b6eb81c
Marxism|nation-state|counter-model|a377a5802f8e73733f66c50f28790379
radical secularism|religion|persecutes|a4e07b2580db381dc8c5b4cd9c57f714
modernity project|social organisation|clashed|5354fb04acfa039783829d810bd9dc38
colonial West|racial differences|transformed|aeaf7ef9f9f248ec27b1e360c966587e
Al-Mashhūr|pain|spoke about|957e0c42813289f84300f0e0b7745dc1
pain|trauma|caused|a3ade8e4b3c6a61db68bfe5316178e84
Al-Mashhūr|Marxism|reminds|2e7c8f6f94d9aaea4bea2e2a6b6eb81c
Marxism|nation-state|counter-model|a377a5802f8e73733f66c50f28790379
radical secularism|religion|persecutes|a4e07b2580db381dc8c5b4cd9c57f714
modernity project|social organisation|clashed|5354fb04acfa039783829d810bd9dc38
colonial West|racial differences|transformed|aeaf7ef9f9f248ec27b1e360c966587e
Al-Mashhūr|pain|spoke about|957e0c42813289f84300f0e0b7745dc1
pain|trauma|caused|a3ade8e4b3c6a61db68bfe5316178e84
trouble|chest|has effect on|0175bbb9b217c0e77e8e4930ac3b8c13
thoughts|blood|are related to|618e6e980aa220aaac1f03b926385c2c
temper|boredom|is influenced by|5919e2aea459ea89bff136fbf7b30c70
trouble|chest|has effect on|0175bbb9b217c0e77e8e4930ac3b8c13
thoughts|blood|are related to|618e6e980aa220aaac1f03b926385c2c
temper|boredom|is influenced by|5919e2aea459ea89bff136fbf7b30c70
thesis|Al-Mashhūr|Al-Mashhūr wrote an introduction for it in 2005|a3f3f87dd4236d5dda22e91eba3d8790
modernity|trauma|his view of Marxism is shaped by his trauma|4e0ca27d5d37bb5de89b3bbbb4033941
Marxism|Yemeni regime|clashes with the Yemeni regime|368cc1f41ca6ded7c4c842acea41a5af
Identity|Religious Exile|Cigar (1990) discusses the scarcity of studies in Western languages about the state of Islamic scholars|7322e52e36368f2e88a3ac5295280b77
PDRY|Western scholars|remains by and large closed to Western scholars|28be1eff7d75feea8237953dca83425f
Marxist regime|traditional Muslim scholars|was violent towards traditional Muslim scholars|bd3f33f787263927e72e402117d0e725
thesis|Al-Mashhūr|Al-Mashhūr wrote an introduction for it in 2005|a3f3f87dd4236d5dda22e91eba3d8790
modernity|trauma|his view of Marxism is shaped by his trauma|4e0ca27d5d37bb5de89b3bbbb4033941
Marxism|Yemeni regime|clashes with the Yemeni regime|368cc1f41ca6ded7c4c842acea41a5af
Identity|Religious Exile|Cigar (1990) discusses the scarcity of studies in Western languages about the state of Islamic scholars|7322e52e36368f2e88a3ac5295280b77
PDRY|Western scholars|remains by and large closed to Western scholars|28be1eff7d75feea8237953dca83425f
Marxist regime|traditional Muslim scholars|was violent towards traditional Muslim scholars|bd3f33f787263927e72e402117d0e725
revolution|progress|necessary measures for moving towards|c389221e345bffff827955ea680600b2
private libraries|nationalised|as necessary measures for moving towards progress and democracy|0e1ff5a6eadb05b8084cdcbb952d0bad
rare religious manuscripts|burnt|as necessary measures for moving towards progress and democracy|3f46748450116d2752f37f735352fc06
authority of the older generation of leaders|undermined|as necessary measures for moving towards progress and democracy|2e7a14ea5e6142d5cb082daa2f7f822f
younger men and women|lay together on the beaches of Aden|with beer bottles and Soviet songs played in the background|5a04f0a8ff97ecc358635a1e3936a797
educational curricula|re-tailored|to prepare the next generations to carry on the revolutionary liberation|7991aff8615dbe875d87cc20b3e8246b
history books|rewritten|to prepare the next generations to carry on the revolutionary liberation|bdec420869dcf544522af2a9a9fdb1fe
revolution|progress|necessary measures for moving towards|c389221e345bffff827955ea680600b2
private libraries|nationalised|as necessary measures for moving towards progress and democracy|0e1ff5a6eadb05b8084cdcbb952d0bad
rare religious manuscripts|burnt|as necessary measures for moving towards progress and democracy|3f46748450116d2752f37f735352fc06
authority of the older generation of leaders|undermined|as necessary measures for moving towards progress and democracy|2e7a14ea5e6142d5cb082daa2f7f822f
younger men and women|lay together on the beaches of Aden|with beer bottles and Soviet songs played in the background|5a04f0a8ff97ecc358635a1e3936a797
educational curricula|re-tailored|to prepare the next generations to carry on the revolutionary liberation|7991aff8615dbe875d87cc20b3e8246b
history books|rewritten|to prepare the next generations to carry on the revolutionary liberation|bdec420869dcf544522af2a9a9fdb1fe
Old social order|Party leaders|The power exercised by officials depended upon position in the party rather than birth.|18d3236ea249f3174020ec37f886e939
